commentary_id,version_id,advisor_sid,from_month_id,to_month_id,headline,narrative_text,bullets_json,status,blocked_reason,data_source
v1|SMPL001|202604|202605,v1,SMPL001,202604,202605,"▲ $21,363  48.8%","Revenue grew $21,363, or 48.8%, from $43,820 in April 2026 to $65,182 in May 2026. This expansion was driven primarily by a significant one-time contribution from Structured Products, which more than offset declines across Alternative Investments, Unified Managed Account, and Equities.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202604|202605|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products generated $36.6k in one-time revenue in May (3 transactions) compared to zero in April, accounting for the majority of the month-over-month increase."", ""title"": ""Structured Products $36.6k""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202604|202605|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments revenue declined ($7.0k) due to quarterly billing timing, with May containing no quarterly billing cycle versus ($7.0k) in April."", ""title"": ""Alternative Investments ($7.0k)""}, {""cause_id"": ""LOST_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account revenue decreased ($6.4k) following the loss of one account that contributed ($6.4k) in April."", ""title"": ""Unified Managed Account ($6.4k)""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account was negatively impacted by ($0.8k) due to one fewer billable day in May (21 days versus 22 days in April)."", ""title"": ""Unified Managed Account ($0.8k)""}, {""cause_id"": ""VOLUME"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202604|202605|equities|VOLUME|1"", ""group_id"": ""equities"", ""text"": ""Equities revenue declined ($0.4k) as transaction volume decreased from 8 to 5 transactions month-over-month."", ""title"": ""Equities ($0.4k)""}]",PUBLISHED,,DERIVED
v1|SMPL001|202605|202606,v1,SMPL001,202605,202606,"▼ ($23,455)  (36.0%)","Revenue declined by ($23,455), or (36.0%), from $65,182 in May to $41,727 in June 2026. This contraction was primarily driven by the absence of one-time Structured Products revenue that had contributed significantly in the prior month. Partially offsetting this decline were gains from Alternative Investments timing, new Unified Managed Account originations, an additional billable day in June, and increased Equities transaction volume.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202605|202606|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products one-time revenue decreased by ($36.6k) as no transactions closed in June compared to three in May."", ""title"": ""Structured Products ($36.6k)""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202605|202606|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments revenue increased by $7.0k due to quarterly billing falling within the June period."", ""title"": ""Alternative Investments $7.0k""}, {""cause_id"": ""NEW_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""One new Unified Managed Account contributed $4.5k in June revenue."", ""title"": ""Unified Managed Account $4.5k""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account revenue benefited by $0.8k from an extra billable day in June (22 days versus 21 days in May)."", ""title"": ""Unified Managed Account $0.8k""}, {""cause_id"": ""VOLUME"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202605|202606|equities|VOLUME|1"", ""group_id"": ""equities"", ""text"": ""Equities revenue increased by $0.7k as transaction volume grew from 5 to 11 transactions."", ""title"": ""Equities $0.7k""}]",PUBLISHED,,DERIVED
v1|SMPL002|202604|202605,v1,SMPL002,202604,202605,"▲ $24,265  49.9%","Revenue grew $24,265 (49.9%) from April to May 2026, rising from $48,621 to $72,886. This significant increase was driven primarily by one-time activity in Structured Products, which more than offset declines across Alternative Investments, Unified Managed Account, and Equities.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202604|202605|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products one-time revenue of $41.1k in May (3 transactions) versus none in April drove the largest contribution to growth."", ""title"": ""Structured Products $41.1k""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202604|202605|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments declined by $7.8k due to timing, as quarterly billing that occurred in April did not recur in May."", ""title"": ""Alternative Investments ($7.8k)""}, {""cause_id"": ""LOST_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""A Unified Managed Account was lost in May, removing $7.1k in monthly revenue that had been generated in April."", ""title"": ""Unified Managed Account ($7.1k)""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account revenue decreased by $0.9k, reflecting one fewer billable day in May (21 days) compared to April (22 days)."", ""title"": ""Unified Managed Account ($0.9k)""}, {""cause_id"": ""VOLUME"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202604|202605|equities|VOLUME|1"", ""group_id"": ""equities"", ""text"": ""Equities transaction volume declined by 3 transactions in May, reducing revenue by $0.4k."", ""title"": ""Equities ($0.4k)""}]",PUBLISHED,,DERIVED
v1|SMPL002|202605|202606,v1,SMPL002,202605,202606,"▼ ($25,356)  (34.8%)","Revenue declined significantly from May to June 2026, falling ($25,356) or (34.8%) to $47,530. The primary driver was a substantial one-time revenue event in Structured Products that did not recur, reducing revenue by ($41.1k). This substantial decline was partially offset by timing-driven growth in Alternative Investments of $7.8k due to quarterly billing, new account activity in Unified Managed Account contributing $4.8k, a fee rate increase adding $1.4k, and an additional billable day generating $0.9k.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202605|202606|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products revenue contracted by ($41.1k) as one-time revenue recognized in May did not repeat in June."", ""title"": ""Structured Products ($41.1k)""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202605|202606|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments revenue increased by $7.8k due to quarterly billing that fell within June."", ""title"": ""Alternative Investments $7.8k""}, {""cause_id"": ""NEW_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account added $4.8k from a new account that began contributing in June."", ""title"": ""Unified Managed Account $4.8k""}, {""cause_id"": ""FEE_RATE"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202605|202606|unified_managed_account|FEE_RATE|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account fee rates increased from 82.0 basis points to 88.0 basis points, generating an additional $1.4k in revenue."", ""title"": ""Unified Managed Account $1.4k""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3"", ""group_id"": ""unified_managed_account"", ""text"": ""One additional billable day in June compared to May contributed $0.9k to Unified Managed Account revenue."", ""title"": ""Unified Managed Account $0.9k""}]",PUBLISHED,,DERIVED
v1|SMPL003|202604|202605,v1,SMPL003,202604,202605,"▲ $19,750  32.5%","Revenue increased $19.75k or 32.5% from April to May 2026, growing from $60.765k to $80.515k. This growth was primarily driven by a one-time contribution in Structured Products, which was partially offset by timing shifts in Alternative Investments billing, account attrition across Unified Managed Account and Annuities, and a minor reduction in billable days for Unified Managed Account.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL003|202604|202605|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products generated $45.6k in one-time revenue in May (3 transactions) compared to none in April, contributing the largest positive driver to month-over-month growth."", ""title"": ""Structured Products $45.6k""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL003|202604|202605|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments declined ($8.6k) due to quarterly billing timing, with revenue recognized in April but not in May."", ""title"": ""Alternative Investments ($8.6k)""}, {""cause_id"": ""LOST_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account revenue decreased ($7.8k) following the loss of one account that contributed in April."", ""title"": ""Unified Managed Account ($7.8k)""}, {""cause_id"": ""LOST_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL003|202604|202605|annuities|LOST_ACCOUNT|1"", ""group_id"": ""annuities"", ""text"": ""Annuities revenue decreased ($7.4k) due to the same account loss that affected Unified Managed Account."", ""title"": ""Annuities ($7.4k)""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account was impacted by ($1.0k) from a reduction in billable days, declining from 22 days in April to 21 days in May."", ""title"": ""Unified Managed Account ($1.0k)""}]",PUBLISHED,,DERIVED
v1|SMPL003|202605|202606,v1,SMPL003,202605,202606,"▼ ($32,103)  (39.9%)","Revenue declined ($32,103) or (39.9%) from May to June 2026, falling from $80,515 to $48,412. The primary driver was a significant drop in Structured Products one-time revenue, which was partially offset by timing benefits in Alternative Investments, a new Unified Managed Account relationship, and a modest increase from additional billable days. These gains were further reduced by an expansion of discounting activity within Unified Managed Accounts.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL003|202605|202606|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products one-time revenue declined by ($45.6k) as no transactions occurred in June compared to three transactions generating $45.6k in May."", ""title"": ""Structured Products ($45.6k)""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL003|202605|202606|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments revenue increased by $8.6k due to quarterly billing falling within June."", ""title"": ""Alternative Investments $8.6k""}, {""cause_id"": ""NEW_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""A new Unified Managed Account generated $5.2k in June revenue."", ""title"": ""Unified Managed Account $5.2k""}, {""cause_id"": ""DISCOUNT"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL003|202605|202606|unified_managed_account|DISCOUNT|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account discounting grew to $1.8k in June from zero in May, reducing net revenue by that amount."", ""title"": ""Unified Managed Account ($1.8k)""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""UP"", ""driver_id"": ""SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account revenue benefited by $1.0k from one additional billable day in June."", ""title"": ""Unified Managed Account $1.0k""}]",PUBLISHED,,DERIVED
v2|SMPL001|202604|202605,v2,SMPL001,202604,202605,"▲ $21,363  48.8%","Revenue increased $21,363, or 48.8%, from April to May 2026, rising from $43,820 to $65,182. This significant growth was primarily driven by one-time activity in Structured Products, which more than offset declines across multiple product lines including a timing shift in Alternative Investments, the loss of a Unified Managed Account client, reduced billable days in Unified Managed Account, and lower transaction volume in Equities.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202604|202605|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products generated $36.6k in one-time revenue in May (3 transactions) compared to none in April, contributing 171.3% of the total month-over-month change."", ""title"": ""Structured Products $36.6k""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202604|202605|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments declined by $7.0k due to quarterly billing timing, with revenue recognized in April but not in May."", ""title"": ""Alternative Investments ($7.0k)""}, {""cause_id"": ""LOST_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account revenue fell by $6.4k following the loss of one client account that had contributed $6.4k in April."", ""title"": ""Unified Managed Account ($6.4k)""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account experienced a $0.8k headwind from the reduction in billable days from 22 in April to 21 in May."", ""title"": ""Unified Managed Account ($0.8k)""}, {""cause_id"": ""VOLUME"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202604|202605|equities|VOLUME|1"", ""group_id"": ""equities"", ""text"": ""Equities revenue decreased by $0.4k as transaction volume fell from 8 to 5 transactions month-over-month."", ""title"": ""Equities ($0.4k)""}]",PUBLISHED,,DERIVED
v2|SMPL001|202605|202606,v2,SMPL001,202605,202606,"▼ ($23,455)  (36.0%)","Revenue declined significantly from May to June 2026, falling from $65,182 to $41,727, a decrease of ($23,455) or (36.0%). This contraction was primarily driven by a substantial decline in Structured Products revenue, which was partially offset by growth across Alternative Investments, Unified Managed Account, and Equities.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL001|202605|202606|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products revenue fell by ($36.6k) as one-time transactions that generated $36,600 in May did not recur in June."", ""title"": ""Structured Products ($36.6k)""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202605|202606|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments revenue increased by $7.0k due to quarterly billing cycle timing, with revenue recognized in June that was not present in May."", ""title"": ""Alternative Investments $7.0k""}, {""cause_id"": ""NEW_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account contributed $4.5k from a newly opened account generating revenue for the first time in June."", ""title"": ""Unified Managed Account $4.5k""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account revenue increased by $0.8k driven by an additional billable day in June compared to May."", ""title"": ""Unified Managed Account $0.8k""}, {""cause_id"": ""VOLUME"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL001|202605|202606|equities|VOLUME|1"", ""group_id"": ""equities"", ""text"": ""Equities revenue grew by $0.7k as transaction volume increased from 5 to 11 transactions."", ""title"": ""Equities $0.7k""}]",PUBLISHED,,DERIVED
v2|SMPL002|202604|202605,v2,SMPL002,202604,202605,"▲ $24,265  49.9%","Revenue increased $24,265, or 49.9%, from $48,621 in April 2026 to $72,886 in May 2026. This growth was driven primarily by a significant one-time contribution from Structured Products, which more than offset headwinds from timing shifts in Alternative Investments billing, the loss of a Unified Managed Account, a reduction in billable days, and lower Equities transaction volume.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202604|202605|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products generated $41.1k in one-time revenue in May (3 transactions), compared to none in April, accounting for the majority of the month-over-month increase."", ""title"": ""Structured Products $41.1k""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202604|202605|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments declined ($7.8k) due to the timing of quarterly billing, which fell in April rather than May."", ""title"": ""Alternative Investments ($7.8k)""}, {""cause_id"": ""LOST_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""A Unified Managed Account was closed, reducing revenue by ($7.1k) compared to the prior month."", ""title"": ""Unified Managed Account ($7.1k)""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account revenue decreased ($0.9k) as May had 21 billable days versus 22 in April."", ""title"": ""Unified Managed Account ($0.9k)""}, {""cause_id"": ""VOLUME"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202604|202605|equities|VOLUME|1"", ""group_id"": ""equities"", ""text"": ""Equities revenue declined ($0.4k) due to lower transaction volume, with 7 transactions in May versus 10 in April."", ""title"": ""Equities ($0.4k)""}]",PUBLISHED,,DERIVED
v2|SMPL002|202605|202606,v2,SMPL002,202605,202606,"▼ ($25,356)  (34.8%)","Revenue declined significantly from May to June 2026, falling ($25,356) or (34.8%) to $47,530. The primary driver was a ($41.1k) reduction in Structured Products one-time revenue as three transactions in May did not recur. This was partially offset by positive contributions across Alternative Investments and Unified Managed Account, which together added $14.9k in revenue through timing effects, new account activation, fee rate increases, and an additional billable day.","[{""cause_id"": ""ONE_TIME"", ""data_source"": ""REAL"", ""direction"": ""DOWN"", ""driver_id"": ""SMPL002|202605|202606|structured_products|ONE_TIME|1"", ""group_id"": ""structured_products"", ""text"": ""Structured Products one-time revenue decreased by ($41.1k) as three transactions generated in May did not repeat in June."", ""title"": ""Structured Products ($41.1k)""}, {""cause_id"": ""TIMING"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202605|202606|alternative_investments|TIMING|1"", ""group_id"": ""alternative_investments"", ""text"": ""Alternative Investments contributed $7.8k due to a quarterly billing cycle that fell within June only."", ""title"": ""Alternative Investments $7.8k""}, {""cause_id"": ""NEW_ACCOUNT"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1"", ""group_id"": ""unified_managed_account"", ""text"": ""A new Unified Managed Account generated $4.8k in June revenue upon activation."", ""title"": ""Unified Managed Account $4.8k""}, {""cause_id"": ""FEE_RATE"", ""data_source"": ""REAL"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202605|202606|unified_managed_account|FEE_RATE|2"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account fee rates increased from 82.0 to 88.0 basis points, adding $1.4k in revenue."", ""title"": ""Unified Managed Account $1.4k""}, {""cause_id"": ""BILLABLE_DAYS"", ""data_source"": ""DERIVED"", ""direction"": ""UP"", ""driver_id"": ""SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3"", ""group_id"": ""unified_managed_account"", ""text"": ""Unified Managed Account revenue increased by $0.9k due to one additional billable day in June compared to May."", ""title"": ""Unified Managed Account $0.9k""}]",BLOCKED,no_invented_figures: figures not present in the driver set: ['14900k-form'],DERIVED
